"id","deployment_code","community_name","latitude","longitude","plaque_text","filter_project_completion_year","location_type","project_type","filter_country_id","country_name","partner_name","filter_project_type","modified"
"350","BD.CON.Q1.08.017.110","Faridganj","21.95618","90.20991","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 22:09:06"
"351","BD.CON.Q1.08.017.111","Baintola","21.9531","90.20616","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:31:18"
"352","BD.CON.Q1.08.017.112","Doriapur","21.92117","90.12921","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 22:06:01"
"353","BD.CON.Q1.08.017.113","Kumirmara","21.93896","90.18159","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:07:19"
"354","BD.CON.Q1.08.017.114","P. Mostafapur","21.93575","90.18033","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:46:51"
"355","BD.CON.Q1.08.017.115","Mazidpur/Taltoli","21.95282","90.19862","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:42:57"
"356","BD.CON.Q1.08.017.116","Akkalpur","21.91369","90.12663","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:27:47"
"357","BD.CON.Q1.08.017.117","Rosnabad","21.95169","90.16286","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:50:43"
"358","BD.CON.Q1.08.017.118","Goiatola","21.91955","90.17261","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 22:22:37"
"359","BD.CON.Q1.08.017.119","Baishakhola","21.92967","90.24303333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:31:24"
"360","BD.CON.Q1.08.017.120","Aiyumpara","21.941367","90.25888333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:27:19"
"361","BD.CON.Q1.08.017.121","Charmajib","21.954183","90.26371667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 11:01:36"
"362","BD.CON.Q1.08.017.122","Company para","21.915117","90.24948333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2011-11-18 14:48:13"
"363","BD.CON.Q1.08.017.123","Company para","21.917833","90.2544","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:59:42"
"364","BD.CON.Q1.08.017.124","Company para","21.91635","90.24788333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:59:50"
"365","BD.CON.Q1.08.017.125","Safa Khali","21.91995","90.20218333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:51:54"
"366","BD.CON.Q1.08.017.126","Safa Khali","21.91165","90.19413333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:52:02"
"367","BD.CON.Q1.08.017.127","Lemu Para","21.882367","90.23836667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:39:32"
"368","BD.CON.Q1.08.017.128","Baro Baliatoli","21.875967","90.22533333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:33:06"
"369","BD.CON.Q1.08.017.129","Baro Baliatoli","21.879617","90.22265","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:33:14"
"370","BD.CON.Q1.08.017.130","Baro Baliatoli","21.876833","90.23741667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:33:21"
"371","BD.CON.Q1.08.017.131","Amtolipara","21.88825","90.23103333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:28:43"
"372","BD.CON.Q1.08.017.132","Koraoja para","21.90615","90.24178333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 09:45:12"
"373","BD.CON.Q1.08.017.133","Uttar Charpara","21.9254","90.1913","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:56:39"
"374","BD.CON.Q1.08.017.134","Boidha para","21.916117","90.22913333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:42:38"
"375","BD.CON.Q1.08.017.135","Charpara","21.913017","90.18696667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:36:30"
"376","BD.CON.Q1.08.017.136","Chawapara","21.8719","90.23096667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:43:43"
"377","BD.CON.Q1.08.017.137","Musuliabad","21.91485","90.23496667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:43:24"
"378","BD.CON.Q1.08.017.138","Aramganj","21.9456","90.21521667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:29:52"
"379","BD.CON.Q1.08.017.139","W. Mashukhali","21.9336","90.22821667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-11-30 15:16:48"
"380","BD.CON.Q1.08.017.140","W. Mashukhali","21.945117","90.23508333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:57:56"
"381","BD.CON.Q1.08.017.141","Purba Sonapara","21.883883","90.21681667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:50:47"
"382","BD.CON.Q1.08.017.142","Koramjapara","21.905917","90.2351","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 09:44:35"
"383","BD.CON.Q1.08.017.143","Kormjapara","21.903533","90.24131667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:07:09"
"384","BD.CON.Q1.08.017.144","E. Tagasia","21.922867","90.21186667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 22:09:45"
"385","BD.CON.Q1.08.017.145","Choto Baliatoli","21.925","90.25193333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:44:34"
"386","BD.CON.Q1.08.017.146","Kangkunipara","21.920367","90.22975","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 09:41:02"
"387","BD.CON.Q1.08.017.147","Azimuddi","21.927533","90.19505","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:30:14"
"388","BD.CON.Q1.08.017.148","Azimuddi","21.924717","90.19566667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:30:26"
"389","BD.CON.Q1.08.017.149","Banatipara","21.954667","90.28643333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:32:49"
"390","BD.CON.Q1.08.017.150","Nowapara","21.928817","90.28623333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:46:33"
"391","BD.CON.Q1.08.017.151","11 No. Hawla","21.99453333","90.29196667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:26:54"
"392","BD.CON.Q1.08.017.152","Choto Hawla","21.93225","90.2848","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:44:41"
"393","BD.CON.Q1.08.017.153","Munshipara","21.9168","90.27338333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:43:17"
"394","BD.CON.Q1.08.017.154","Sonkhola","21.98055","90.29791667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:54:33"
"395","BD.CON.Q1.08.017.155","Dhonchupara","21.93355","90.28043333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 22:04:36"
"396","BD.CON.Q1.08.017.156","W. Monjupara","21.9174","90.25948333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:58:07"
"397","BD.CON.Q1.08.017.157","Majher Hawla","21.9821","90.294","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:40:18"
"398","BD.CON.Q1.08.017.158","Majher Hawla","21.986183","90.29356667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:40:24"
"399","BD.CON.Q1.08.017.159","Majher Hawla","21.983783","90.29133333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-21 10:40:29"
"400","BD.CON.Q1.08.017.160","Chowdhuripara","21.9368","90.28665","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:57:21"
"401","BD.CON.Q1.08.017.161","Chowdhuripara","21.935183","90.29093333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:58:07"
"402","BD.CON.Q1.08.017.162","Chowdhuripara","21.909483","90.25536667","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:59:21"
"403","BD.CON.Q1.08.017.163","Boro 5 No.","21.92165","90.26908333","general charity: water donors","2008",NULL,"Tube Well","2","Bangladesh","Concern Worldwide U.S.","12","2012-06-20 21:42:32"
"404","BD.CON.Q4.09.045.001","Dakhin Lakarta Registered Non Government Primary school","23.11203","90.24491","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"405","BD.CON.Q4.09.045.002","Malatkandi Registered Non Government Primary School","23.09317","90.32154","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"406","BD.CON.Q4.09.045.003","Shakhipur Registered Non Government Primary School","23.13462","90.32285","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"407","BD.CON.Q4.09.045.004","Uttar Monuya Registered Non Government Primary School","23.10445","90.24362","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"408","BD.CON.Q4.09.045.005","Dakhin Tarabunia Srakarkandi Community Primary School","23.11327","90.32297","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"409","BD.CON.Q4.09.045.006","Dhakhin Shakhipur Mollik Kandi Community Primary School","23.13128","90.32193","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"410","BD.CON.Q4.09.045.007","Purbomoshihar Community Primary School","23.12212","90.26241","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"411","BD.CON.Q4.09.045.008","Shingjala Community Primary School","23.11416","90.27381","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"412","BD.CON.Q4.09.045.009","Sudhorhat Pachalia Community School","23.13482","90.28056","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"413","BD.CON.Q4.09.045.010","DS Ramvadrapur Community Primary School","23.13051","90.27559","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"414","BD.CON.Q4.09.045.011","Baoikandi Government Primary School","23.10367","90.27304","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"415","BD.CON.Q4.09.045.012","Sattyapur Government Primary School","23.13066","90.26275","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"416","BD.CON.Q4.09.045.013","Ramvadrapur Government Primary School","23.13257","90.27393","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"417","BD.CON.Q4.09.045.014","Dhalikandi Dhalibari Government Primary School","23.13068","90.30527","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"418","BD.CON.Q4.09.045.015","Tarabunia Board Government Primary School","23.14019","90.32543","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"419","BD.CON.Q4.09.045.016","Charkumaria Government Primary School","23.12128","90.29264","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"420","BD.CON.Q4.09.045.017","Shakhipur Sarkarbari Government Primary School","23.1355","90.30458","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"421","BD.CON.Q4.09.045.018","Kazi Didar Box Madrasha (school)","23.11508","90.24029","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"422","BD.CON.Q4.09.045.019","Purbo Mahishar Korania Madrasha","23.12368","90.26278","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"423","BD.CON.Q4.09.045.020","Shakhipur Solaymania Dakhil Madrasha (School)","23.13581","90.31585","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"424","BD.CON.Q4.09.045.021","Hazi Yasin Madrasha and Atimkhana (school)","23.12119","90.29245","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"425","BD.CON.Q4.09.045.022","Narshinhapur Ferighat Jame Madrasha","23.10574","90.34488","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"426","BD.CON.Q4.09.045.023","Dakshim Char Bhuai  Registered Non Government Primary School","23.01169","90.25598","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"427","BD.CON.Q4.09.045.024","Char Bhuai Registered Non Government Primary School","23.0156","90.25557","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"428","BD.CON.Q4.09.045.025","Moheswarpatty Registered Non Government Primary School","23.03368","90.25198","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"429","BD.CON.Q4.09.045.026","Dheepur  Government Primary School","23.04533","90.25367","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"430","BD.CON.Q4.09.045.027","Tarjushirgoan  Registered Non Government Primary School","23.11398","90.27036","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"431","BD.CON.Q4.09.045.028","Paschim Machuakhali Registered Non Government Primary School","23.03581","90.23032","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"432","BD.CON.Q4.09.045.029","Machuakhali Government Primary School.","23.11405","90.26549","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"433","BD.CON.Q4.09.045.030","Charmaisary Government Primary School","23.02019","90.28139","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"434","BD.CON.Q4.09.045.031","Maddya Machuakhali Government Primary School","23.04006","90.23394","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"435","BD.CON.Q4.09.045.032","Goriber Char Registered Non Government Primary School","23.07513","90.30446","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"436","BD.CON.Q4.09.045.033","Panchkathi Government Primary School","23.02393","90.27493","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"437","BD.CON.Q4.09.045.034","South Modhupara Registered Non Government Primary School","23.11153","90.20173","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"438","BD.CON.Q4.09.045.035","Sona Mukhi Adarsho Community Primary School","23.10321","90.21376","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"439","BD.CON.Q4.09.045.036","Subochoni High School attached Community Primary School","23.09303","90.21165","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"440","BD.CON.Q4.09.045.037","Pachim Sona Mukhi Kazi Kandi Community Primary School","23.10243","90.20201","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"441","BD.CON.Q4.09.045.038","Rudrokor Dhalikandi Community Primary School","23.11037","90.20379","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"442","BD.CON.Q4.09.045.039","Shariatpur Academy Primary School","23.12581","90.20537","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"443","BD.CON.Q4.09.045.040","Charvaga Shahid Smrity Community Primary School","23.17021","90.29513","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"444","BD.CON.Q4.09.045.041","Mia Dhali Kandi Community Primary School","23.13354","90.34306","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"445","BD.CON.Q4.09.045.042","Charvaga Hawladarbari Community Primary School","23.1646","90.31326","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"446","BD.CON.Q4.09.045.043","17 no Bijoy Sarony Community Primary School","23.13331","90.27227","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"447","BD.CON.Q4.09.045.044","02 no Charvaga Government Primary School","23.16329","90.30481","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"448","BD.CON.Q4.09.045.045","08 no Charsensus Government Primary School","23.11256","90.33097","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"449","BD.CON.Q4.09.045.046","87 no Abbas Ali Government Primary School","23.14363","90.3402","general charity: water donors","2010","School","Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"450","BD.CON.Q4.09.045.047","46 no Malotbari Govt Primary School","23.14546","90.32247","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"451","BD.CON.Q4.09.045.048","Progoti Bidyaniketon Community Primary School","23.12152","90.32303","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"452","BD.CON.Q4.09.045.049","10 no Uttar Charkumaria Ragistered Primary School","23.10581","90.30207","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"453","BD.CON.Q4.09.045.050","Charvaga Akkassh Howladarbari Ragistered Primary School","23.1625","90.31171","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"454","BD.CON.Q4.09.045.051","Purba Masuakhali Government Primary School","23.03038","90.24199","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"455","BD.CON.Q4.09.045.052","Charsatmatia Government Primary School","23.04317","90.25053","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"456","BD.CON.Q4.09.045.053","Uttar Kodalpur Baluchar Government Primary School","23.07526","90.30054","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"457","BD.CON.Q4.09.045.054","Charjushirgoan Government Primary School","23.04559","90.24469","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"458","BD.CON.Q4.09.045.055","Kamadda Government Primary School","23.05524","90.27024","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"459","BD.CON.Q4.09.045.056","Bhougekati Government Primary School","23.06174","90.28058","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"460","BD.CON.Q4.09.045.057","9 no. Shibpur Register Non-Government Primary  School","23.11044","90.20071","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"461","BD.CON.Q4.09.045.058","26 no. Laksmipur Registered Non-Government Primary School","23.03329","90.22195","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"462","BD.CON.Q4.09.045.059","Uttar Malongchara Registered Non-Government Primary School","23.05514","90.215","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"463","BD.CON.Q4.09.045.060","6 no. Malongchara Registered Non-Government Primary School","23.0515","90.21477","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"464","BD.CON.Q4.09.045.061","106 Lakachuya Government Primary School","23.06122","90.24211","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"465","BD.CON.Q4.09.045.062","Char Dhipur Registerd Non Government Primary School","23.0516","90.25053","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"466","BD.CON.Q4.09.045.063","Uttar Samontasar Primary School","23.06134","90.25233","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"467","BD.CON.Q4.09.045.064","Idilpur Dakhil Madrasha","23.04222","90.25547","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"468","BD.CON.Q4.09.045.065","Hobipur Registered Non-Government Primary School","23.1404","90.15317","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"469","BD.CON.Q4.09.045.066","Kadamtoli Registered Non-Government Primary School","23.213917","90.257139","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2012-06-27 20:30:04"
"470","BD.CON.Q4.09.045.067","Sundal Community Primary School","23.14315","90.19435","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"471","BD.CON.Q4.09.045.068","Aterpara Government Primary School","23.1034","90.25164","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"472","BD.CON.Q4.09.045.069","Dakkhin Charkumiria Government Primary School","23.09543","90.2942","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"473","BD.CON.Q4.09.045.070","Churirchar Registered Non Government Primary School","23.16106","90.32366","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"474","BD.CON.Q4.09.045.071","Narasinghpur Government Primary School","23.11044","90.33513","general charity: water donors","2010",NULL,"Rehabilitated Well","2","Bangladesh","Concern Worldwide U.S.","14","2011-11-18 14:48:13"
"475","BD.CON.Q4.09.045.072","Kalirchar Registered Non Government Primary School","23.14412","90.34365","general charity: water donors","2010","School","Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"476","BD.CON.Q4.09.045.073","Thakurtakandi Community Primary School","23.10153","90.28045","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"477","BD.CON.Q4.09.045.074","Laksmi Narayan Community Primary School","23.09167","90.31208","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"478","BD.CON.Q4.09.045.075","Dudu Mia Beparykandi Community Primary School","23.12057","90.33532","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
"479","BD.CON.Q4.09.045.076","Baher Char Government Primary School","23.09076","90.31103","general charity: water donors","2010",NULL,"Deep Borehole (new Well)","2","Bangladesh","Concern Worldwide U.S.","13","2011-11-18 14:48:13"
